age,height,weight,gender,status
9,123,31,M,fit
30,175,93,M,not_fit
40,187,105,M,not_fit
33,155,109,M,not_fit
16,139,58,F,not_fit
8,94,17,M,fit
23,166,90,F,not_fit
37,169,99,M,not_fit
39,161,59,M,fit
9,92,16,F,fit
5,98,32,M,not_fit
35,189,93,F,not_fit
7,92,28,M,not_fit
40,161,105,M,not_fit
24,170,52,M,fit
36,158,45,F,fit
27,155,109,M,not_fit
39,173,98,F,not_fit
11,169,44,F,fit
26,182,69,M,fit
14,158,58,M,fit
12,145,51,F,fit
38,168,47,F,fit
34,150,91,M,not_fit
11,162,30,F,not_fit
6,91,20,M,fit
30,170,105,M,not_fit
36,177,75,F,fit
14,174,57,M,fit
19,189,85,M,fit
20,183,95,M,not_fit
25,182,51,F,fit
36,181,93,F,not_fit
23,173,102,M,not_fit
23,162,60,M,fit
9,101,25,M,fit
28,170,108,M,not_fit
10,179,55,M,fit
21,170,94,M,not_fit
8,95,18,F,fit
32,169,49,M,fit
31,176,75,F,fit
29,167,106,F,not_fit
13,159,61,F,fit
31,179,80,M,fit
15,178,69,F,fit
19,189,103,F,not_fit
20,169,97,F,not_fit
14,131,30,M,fit
22,159,67,F,not_fit
40,159,75,M,not_fit
24,154,82,M,not_fit
35,189,87,F,fit
27,168,69,M,fit
23,157,103,M,not_fit
33,185,63,M,fit
30,182,53,F,fit
30,185,55,F,fit
10,177,54,F,fit
15,172,40,M,not_fit
34,160,80,F,not_fit
29,180,64,M,fit
28,185,81,F,fit
12,160,54,M,fit
33,176,106,F,not_fit
25,177,79,M,not_fit
34,159,105,M,not_fit
26,190,85,F,fit
35,183,58,M,fit
39,161,46,F,fit
27,179,82,F,not_fit
25,178,96,M,not_fit
18,181,96,F,not_fit
14,149,36,F,fit
16,154,42,M,fit
34,181,74,M,fit
8,123,20,F,not_fit
10,162,50,M,fit
39,164,60,F,fit
32,176,47,M,fit
39,188,109,F,not_fit
19,178,89,F,not_fit
12,164,46,M,fit
34,175,67,F,fit
23,166,71,F,not_fit
40,184,108,F,not_fit
30,159,82,F,not_fit
19,174,69,M,fit
8,114,30,M,fit
29,174,68,M,fit
27,151,57,M,fit
38,152,50,M,fit
15,179,39,M,not_fit
39,163,96,F,not_fit
9,138,32,F,fit
17,150,49,F,fit
20,161,109,F,not_fit
14,144,55,M,not_fit
17,177,38,M,not_fit
36,163,48,F,fit
34,174,69,M,fit
8,137,20,M,not_fit
21,180,49,F,fit
27,187,72,M,fit
6,114,24,F,fit
33,173,106,M,not_fit
11,157,46,F,fit
7,101,35,M,not_fit
9,122,19,F,not_fit
21,161,101,M,not_fit
7,133,33,F,fit
16,150,51,M,fit
31,152,83,M,not_fit
29,152,105,F,not_fit
30,153,90,M,not_fit
24,154,93,M,not_fit
33,155,45,M,fit
26,167,49,F,fit
24,183,80,M,fit
38,172,67,M,fit
37,188,104,F,not_fit
14,163,42,M,fit
10,139,67,F,not_fit
21,163,96,F,not_fit
13,143,49,F,fit
29,165,45,F,fit
38,162,94,M,not_fit
20,156,97,M,not_fit
26,165,54,F,fit
25,161,94,F,not_fit
36,171,59,F,fit
11,176,67,M,fit
20,154,80,M,not_fit
10,151,32,F,fit
12,161,30,F,not_fit
14,136,55,M,not_fit
40,190,92,F,not_fit
27,179,73,M,fit
13,173,59,F,fit
10,165,57,F,fit
36,160,106,F,not_fit
19,186,65,M,fit
26,150,108,M,not_fit
39,172,45,F,fit
10,180,69,M,fit
24,167,81,F,not_fit
34,172,83,M,not_fit
14,137,45,M,fit
34,188,105,F,not_fit
18,184,53,M,fit
28,162,69,M,not_fit
37,158,101,M,not_fit
31,190,91,M,not_fit
36,152,48,F,fit
37,176,98,M,not_fit
12,178,31,F,not_fit
17,177,51,M,fit
38,173,86,M,not_fit
38,157,93,M,not_fit
21,162,67,M,not_fit
35,165,49,M,fit
13,173,59,M,fit
15,137,53,M,not_fit
39,163,86,F,not_fit
34,153,85,F,not_fit
16,154,30,F,not_fit
19,189,88,M,fit
24,185,94,M,not_fit
11,160,34,M,not_fit
38,150,47,M,fit
12,161,57,F,fit
20,182,45,M,not_fit
24,173,73,F,fit
19,171,110,F,not_fit
37,171,54,M,fit
23,188,50,M,fit
8,105,33,F,not_fit
27,179,59,F,fit
26,189,110,M,not_fit
28,166,91,M,not_fit
25,186,79,F,fit
25,164,57,M,fit
34,171,58,F,fit
25,165,96,M,not_fit
30,187,88,F,not_fit
33,167,88,F,not_fit
31,162,72,M,not_fit
30,169,72,F,not_fit
5,113,35,M,not_fit
5,138,35,M,fit
22,177,81,M,not_fit
26,159,56,M,fit
24,186,86,M,fit
21,178,62,F,fit
36,183,90,M,not_fit
29,161,73,M,not_fit
35,186,92,F,not_fit
34,168,58,M,fit
6,135,32,M,fit
21,184,51,M,fit
24,187,74,M,fit
28,166,55,M,fit
25,180,50,M,fit
34,174,75,M,fit
27,151,105,M,not_fit
15,130,60,M,not_fit
32,169,68,M,fit
9,132,28,F,fit
35,181,88,M,not_fit
27,187,91,M,not_fit
34,150,81,M,not_fit
5,97,20,M,fit
8,104,34,F,not_fit
25,185,53,M,fit
26,158,46,F,fit
13,156,66,F,not_fit
14,151,65,F,not_fit
31,154,94,F,not_fit
16,132,55,M,not_fit
33,184,90,F,not_fit
36,154,69,F,not_fit
32,180,88,F,not_fit
39,170,81,F,not_fit
27,151,101,M,not_fit
5,104,25,M,fit
13,151,41,M,fit
32,161,53,M,fit
30,160,92,M,not_fit
24,160,86,F,not_fit
37,156,93,M,not_fit
22,189,100,M,not_fit
17,136,45,M,fit
28,161,104,F,not_fit
22,176,98,F,not_fit
24,162,77,M,not_fit
37,180,109,F,not_fit
5,135,19,F,not_fit
35,164,74,F,not_fit
39,173,49,F,fit
16,134,61,F,not_fit
8,126,13,M,not_fit
24,188,101,F,not_fit
6,136,27,F,fit
9,91,24,M,not_fit
33,151,66,F,not_fit
38,177,75,F,fit
25,170,69,F,fit
25,173,45,F,fit
34,187,57,F,fit
11,161,61,F,fit
28,174,99,F,not_fit
24,165,53,M,fit
24,166,93,F,not_fit
5,95,14,F,fit
38,151,58,F,not_fit
10,136,42,M,fit
27,183,58,F,fit
17,158,69,F,not_fit
25,174,82,F,not_fit
12,145,39,F,fit
39,173,76,M,not_fit
27,178,106,M,not_fit
15,162,33,M,not_fit
8,114,22,M,fit
38,181,101,F,not_fit
32,182,84,M,not_fit
17,159,38,F,fit
7,91,27,F,not_fit
37,184,74,M,fit
25,189,76,M,fit
21,186,67,M,fit
26,179,45,F,fit
19,160,96,M,not_fit
34,188,83,M,fit
12,133,52,F,not_fit
22,161,57,F,fit
27,168,80,F,not_fit
7,107,14,F,not_fit
33,164,91,M,not_fit
21,150,87,F,not_fit
17,159,48,F,fit
39,155,108,M,not_fit
6,135,15,F,not_fit
22,169,103,F,not_fit
18,170,85,F,not_fit
36,152,90,F,not_fit
20,154,85,M,not_fit
37,158,94,M,not_fit
15,132,58,F,not_fit
8,133,13,F,not_fit
13,177,49,F,fit
18,188,58,M,fit
34,178,105,M,not_fit
12,159,37,F,fit
31,162,94,F,not_fit
9,99,29,M,not_fit
32,163,109,M,not_fit
21,151,78,F,not_fit
21,165,70,F,not_fit
34,175,68,M,fit
29,190,104,F,not_fit
9,103,24,M,fit
28,157,67,M,not_fit
20,181,52,M,fit
12,144,59,M,not_fit
23,159,93,F,not_fit
7,129,15,M,not_fit
40,152,60,F,not_fit
31,160,46,M,fit
18,150,59,M,not_fit
26,166,97,M,not_fit
20,172,83,M,not_fit
36,160,107,F,not_fit
7,122,35,M,fit
34,155,81,F,not_fit
18,155,105,F,not_fit
20,151,94,F,not_fit
25,166,97,F,not_fit
9,120,32,M,fit
11,139,69,F,not_fit
38,163,69,M,not_fit
34,161,74,M,not_fit
7,137,16,M,not_fit
14,157,56,F,fit
38,173,65,F,fit
5,133,15,F,not_fit
5,122,31,M,fit
14,173,35,M,not_fit
26,180,59,M,fit
32,190,71,F,fit
5,136,27,M,fit
23,154,58,F,fit
23,174,59,M,fit
40,172,50,F,fit
24,190,65,M,fit
10,169,48,F,fit
40,176,97,M,not_fit
8,125,25,F,fit
20,158,47,M,fit
33,167,88,F,not_fit
9,96,32,M,not_fit
6,96,14,M,fit
23,150,106,F,not_fit
37,183,73,M,fit
35,185,46,F,not_fit
6,109,12,F,not_fit
40,158,55,F,fit
36,188,51,M,fit
17,174,49,F,fit
36,160,70,F,not_fit
13,178,31,M,not_fit
25,167,46,M,fit
33,163,99,M,not_fit
33,170,104,M,not_fit
5,104,23,F,fit
27,164,100,F,not_fit
12,152,31,M,not_fit
9,137,25,M,not_fit
34,187,81,M,fit
7,92,20,F,fit
30,189,66,M,fit
34,183,92,F,not_fit
35,163,109,F,not_fit
13,149,50,F,fit
17,160,59,F,fit
27,186,103,M,not_fit
22,185,67,F,fit
14,157,42,M,fit
28,163,71,F,not_fit
31,177,87,F,not_fit
31,169,101,M,not_fit
28,156,68,F,not_fit
